FID,name,flaeche_m2,flaeche_ha,biotopnr,biotopcode,wiscode,agg_lrtyp,nr_agg_lrt,the_geom
grossraumbiotope.1,Großraumbiotop Hora,6340800,"634,08",12839,12839/01/01,V601224253R3,36 - subalpin-alpine Biotopkomplexe,36,"MULTIPOLYGON (((-33699.6903571765 210836.40547182198, -33698.607169416995 210822.755095466, -33694.4764557735 210807.60280499602, -33686.3057653822 210795.00040123, -33673.0481538331 210778.377556139, -33666.9325384623 210771.32809617202, -33661.3027381996 210760.229919925, -33657.699480959105 210749.121204833, -33648.941956762705 210720.842652824, -33647.3572741483 210708.20631911402, -33645.209148826696 210684.44584761, -33620.6867958516 210644.615177831, -33601.3289916336 210623.977546405, -33576.3904827537 210601.851367206, -33541.8235811134 210579.268933078, -33519.410539660406 210555.61230776602, -33489.7184970275 210495.577127438, -33466.27393386621 210468.385361819, -33450.976927043404 210449.24450360698, -33437.2075388382 210431.61275677, -33425.482686807205 210417.511266385, -33411.1938105949 210397.353538031, -33387.6315208095 210359.053828455, -33376.453660603795 210340.88460045902, -33362.6737335523 210321.229909231, -33340.7285140552 210289.984286432, -33321.851384044596 210264.286466532, -33306.032318764395 210242.113505137, -33291.7537243533 210223.978721175, -33275.4277662726 210201.80833023103, -33262.676790478996 210185.183171735, -33250.9390861965 210168.552615293, -33228.9393731528 210126.68614887, -33220.7221576109 210104.979724206, -33210.987605252805 210083.787132559, -33199.7436844743 210064.625196655, -33182.404454882504 210042.45994661102, -33168.6453484784 210026.851401211, -33153.867829662704 210010.23652451602, -33140.5739747643 209986.533374054, -33130.3381845962 209966.354568008, -33122.1155711087 209943.636928193, -33113.841548615106 209910.80379528503, -33107.5989529992 209878.971852771, -33099.8133160639 209842.59561116, -33099.7045860159 209821.353409822, -33102.6667729498 209806.164876002, -33102.0876504956 209792.006064575, -33102.4130695045 209756.59991091, -33100.8283868902 209743.9635772, -33101.200588094696 209717.661187387, -33102.6040539624 209694.893937882, -33103.4178585296 209655.944932558, -33102.3192480683 209639.259882569, -33104.2110994944 209612.949781405, -33105.1156409574 209591.70218212102, -33107.0568450294 209575.001709431, -33106.477722575204 209560.842898004, -33107.374552687405 209538.078218949, -33109.2820838603 209514.802534373, -33110.636197082094 209482.42591343902, -33111.5304567439 209459.155369764, -33111.351810447595 209424.257651169, -33106.1173454421 209391.408838514, -33083.9780569468 209322.230823488, -33069.052994283404 209276.787318418, -33064.3873699309 209256.074372798, -33060.2229833884 209234.34738453198, -33058.529827771 209200.468849484, -33049.123264872105 209144.375711747, -33039.8100093193 209106.490101715, -33033.6165093042 209084.267787675, -33032.4893668445 209062.019255041, -33034.864719973404 209031.154572978, -33039.77042438451 208999.771174043, -33052.2031784301 208954.187322387, -33056.6204972829 208926.34677511, -33063.5655969678 208897.481646341, -33069.0298602307 208876.210913004, -33069.9058696953 208849.40034516598, -33069.2025944913 208810.964658768, -33070.096854153206 208787.694372138, -33071.035068515295 208773.02198474, -33070.4325549633 208754.311162864, -33067.276556076205 208731.567304456, -33063.1458424326 208716.415271031, -33054.445125188 208699.263427267, -33036.5786962382 208673.054601845, -33026.3429060701 208652.876052844, -33012.012388562805 208624.62603283298, -33004.3172314783 208605.951711352, -32991.025947030204 208582.754168465, -32982.3434799828 208569.142605909, -32967.957954838894 208552.421569616, -32938.4682066452 208523.33589621, -32938.4558684838 208525.848254341, -32923.415906691705 208512.443355989, -32923.6099756899 208663.049895159, -32814.2699598401 208959.069892745, -32773.8699353179 208999.999944121, -32732.4800303823 209041.949950178, -32718.903168905003 209045.42879762402, -32692.9768359722 209052.072126443, -32678.739882856 209055.720109518, -32692.038621610103 209135.562922869, -32702.080085734902 209195.850007327, -32691.0811288707 209220.78131894598, -32631.1801260483 209356.55995847503, -32588.010698365102 209422.17018847502, -32564.370009845297 209458.099942868, -32520.8299232278 209500.000082189, -32513.5799681366 209506.979882953, -32500.0000221189 209520.040083919, -32485.6653918911 209533.81949688, -32430.010001841 209587.320078438, -32425.8857143232 209599.033620487, -32424.940045655203 209601.71999810298, -32421.337302504802 209603.99561776, -32385.1399642346 209626.860030287, -32401.4499855235 209659.819886396, -32445.0759251812 209688.323095761, -32492.3200306913 209719.19009123, -32500.0000221189 209733.119875534, -32511.2771017064 209753.58528678902, -32520.460035428598 209770.250030221, -32526.2199004769 209819.71012094, -32538.3742747542 209836.26587727902, -32556.290056349902 209860.66998954, -32579.679868919702 209913.05987952, -32581.5632378597 209949.99982088298, -32581.6598867912 209951.89989775, -32591.539926636804 209991.46992386898, -32588.129967259298 209999.999963213, -32575.8699474744 210030.719928923, -32570.8262098818 210067.92102803802, -32561.2299477501 210138.699919516, -32526.944510418503 210233.221803435, -32524.6200522057 210239.62993605, -32500.9495464624 210245.33119483202, -32498.6816381564 210245.877415522, -32474.9900547206 210251.579959528, -32465.5189735189 210251.840860235, -32428.859982373604 210252.850019025, -32381.4799000423 210266.190399074, -32354.880109129 210273.67992013402, -32339.2155279123 210271.23979165702, -32275.089990010103 210261.249993584, -32229.1300814735 210236.209951917, -32150.4799570658 210238.78991289, -32144.5298786948 210239.29989023102, -32118.479907102203 210253.869973707, -32098.4100881491 210281.89996317102, -32094.745397146202 210291.297015404, -32069.0300981836 210357.24011871798, -32058.4159377303 210360.987064131, -32027.5599951984 210371.880118443, -31985.0899870438 210377.829939769, -31983.1636915837 210379.224152015, -31951.170067745803 210402.380053607, -31915.7600584048 210413.74992645098, -31874.9999137945 210431.360081505, -31861.8199298446 210437.060055061, -31811.9400845896 210440.939892754, -31794.4001028288 210462.54992553202, -31772.1199536567 210473.36997905403, -31717.2999599564 210500.000101281, -31704.709894352 210506.120086418, -31688.790067419803 210500.940114959, -31682.8299642927 210500.000101281, -31625.2798953212 210490.90996081498, -31572.7666237265 210494.04693837, -31560.8299665902 210494.759981285, -31554.7798977023 210500.000101281, -31536.3004163543 210516.013492605, -31528.6299355927 210522.65990596398, -31457.4199795991 210538.310092659, -31450.879982882598 210543.51011363, -31393.749925491302 210597.07007259, -31325.1600294957 210596.73000201402, -31267.3999547341 210616.99003429, -31265.1400148241 210617.77993366902, -31250.0000625151 210629.799873396, -31171.6599344144 210691.990119262, -31166.9899402964 210713.81992554, -31184.7800268721 210729.419988454, -31250.0000625151 210786.599912581, -31290.1600069787 210821.80994088802, -31250.0000625151 210845.079970474, -31225.0900856336 210859.51998916402, -31132.1898988133 210887.61989487702, -31094.600147611804 210938.060098299, -31081.9165176162 210955.07956387202, -31048.4400009962 210999.999982305, -31042.2500996116 211008.299966347, -30918.4348499023 211041.79473316402, -30902.8900516699 211045.999989866, -30861.1503084475 211063.71476224798, -30778.9323990135 211098.608882212, -30745.5895458095 211112.759725243, -30688.4499777521 211137.01012457602, -30669.8800165532 211144.89009703702, -30649.5097119592 211152.252123762, -30624.9999541906 211161.10989552, -30619.4400701763 211163.11998766102, -30606.768264252103 211172.05692928802, -30527.3899312725 211228.04005175302, -30518.7264855573 211234.327116159, -30450.4291068066 211283.890281936, -30445.510036053904 211287.460123323, -30415.2532654886 211303.492793023, -30411.4400024579 211323.388592491, -30406.229699685402 211350.572132669, -30397.3014975886 211400.17334111, -30395.8954612706 211406.737757105, -30395.4541149528 211408.944745738, -30383.1059287224 211470.685676891, -30383.1059287224 211559.564908296, -30397.1393021742 211601.66554274102, -30429.8842686368 211629.73254669, -30457.9515296305 211648.444139701, -30481.3405710652 211681.189106163, -30518.763500041703 211727.967446078, -30518.763500041703 211775.02365167, -30518.763500041703 211792.105836231, -30518.763500041703 211793.457379003, -30504.729869544903 211849.591643945, -30504.729869544903 211882.336610408, -30495.374201561997 211929.11520736702, -30495.374201561997 211957.182211316, -30523.441462555704 212017.994438772, -30546.830761035402 212046.061442721, -30602.9647689327 212088.162077166, -30609.9571649032 212091.366914609, -30665.6300340154 212116.883774808, -30677.2749450418 212122.221057826, -30678.2062191881 212124.08334907301, -30695.3547213671 212158.380353431, -30699.1399664894 212165.95110072102, -30701.2132917071 212170.816449062, -30746.890707755 212278.01553685102, -30755.124888268798 212297.37488333898, -30759.3985189495 212310.906247846, -30767.9295864738 212327.187480092, -30768.877054457098 212330.218812139, -30769.763602768002 212333.062501314, -30771.8065966721 212339.593758499, -30780.2050289606 212360.593823418, -30779.0097695678 212362.078001426, -30778.405199655503 212371.17045529702, -30800.4144233654 212362.049983517, -30815.085782583403 212357.92826645, -30834.3088952053 212352.266078513, -30844.940277675603 212350.69424815, -30860.1493750979 212352.639307898, -30872.8615370919 212361.67803935803, -30884.2789632661 212372.18141340298, -30887.623633205698 212375.25824242, -30901.3567780617 212385.808912751, -30921.8841371694 212395.686896236, -30923.1958379612 212396.31819883198, -30950.108966766904 212408.318860181, -30964.337437397102 212411.978667328, -30979.0255045421 212415.756972235, -31004.8760091909 212418.153146011, -31021.602443429503 212419.58462978702, -31029.8690116172 212423.110516473, -31036.8349319496 212426.081442938, -31052.5997607283 212437.63356070902, -31068.377441758497 212451.714230446, -31085.690709802202 212468.821862465, -31099.9744451139 212487.968118623, -31107.7883570026 212499.707365176, -31111.591081187 212505.42044802802, -31083.7166039663 212529.52818736903, -31075.3400205054 212549.073377414, -31073.6224456102 212586.862338514, -31083.603247107803 212602.995769867, -31063.6223657353 212631.204148583, -31068.2872189527 212636.51572709702, -31072.445436414604 212641.23430272602, -31077.4082048226 212656.92176095102, -31080.1873756946 212689.874933888, -31107.1835300453 212700.203003222, -31129.8145456844 212691.859321525, -31147.470711799102 212697.359314047, -31150.2100406914 212701.346853609, -31150.28149921 212715.310310812, -31161.0552846273 212741.555379583, -31172.810982062 212761.726217233, -31178.9553864761 212774.33915984601, -31190.698231659204 212791.981188484, -31212.54757336 212804.51341895602, -31236.948344035503 212820.573078385, -31241.059265211697 212821.781190029, -31252.8380966992 212825.24307250298, -31257.2443626157 212826.538065368, -31265.85922682 212827.27552756103, -31267.5780869404 212819.546954622, -31275.0215969398 212816.562404771, -31289.4140622995 212821.531342259, -31302.812534525503 212831.95323303, -31313.730522204998 212843.859301807, -31325.1446067939 212854.281192578, -31362.861338240502 212863.218648295, -31371.353591965202 212864.95318816302, -31382.2168290533 212867.18742357, -31406.8484261664 212855.105278946, -31428.1407512856 212852.579040384, -31430.969531848597 212867.90072353, -31431.7581460028 212872.17255489502, -31442.873544265898 212893.120696718, -31451.8510990087 212905.51849264, -31463.8214290439 212917.48882267502, -31474.509361421 212924.328790942, -31534.5612496764 212935.572454676, -31540.9693822921 212936.640476778, -31542.4147464998 212950.06259714699, -31533.578052434 212950.06259714699, -31526.6288400286 212955.515550429, -31520.673877802103 212969.906216473, -31517.874914462598 212986.234487959, -31517.697296346403 212987.281175324, -31521.5563133925 212993.89494396502, -31524.644452391498 212999.18750114698, -31532.832107754803 213007.374899465, -31543.2539985251 213011.843884369, -31559.630851521903 213012.343836954, -31583.949110742702 213019.281225288, -31605.7850861018 213029.21884322, -31639.033089689503 213039.14052436102, -31661.281365277904 213048.32808489402, -31683.449185771602 213056.531162959, -31731.3027450495 213065.765505687, -31732.534247791704 213066.16264026, -31760.0516894647 213068.247789549, -31787.928994180602 213070.633681524, -31805.1543528238 213070.545258033, -31818.328938828 213070.983262766, -31835.0476617157 213070.89766677, -31855.8243545032 213071.802465279, -31874.5539406662 213068.671656804, -31895.284108303204 213060.47269146, -31917.0015859031 213047.21096719, -31932.127914825498 213032.971443624, -31944.7287763212 213020.26236617, -31954.3234961826 213014.14392330401, -31967.9892952405 213011.544683954, -31987.2437673562 213011.951586237, -32008.0256010443 213013.868113986, -32030.3376238003 213017.799874776, -32050.1038725721 213019.215678805, -32067.8407508265 213020.13615706, -32093.7020513666 213024.55527522802, -32128.6563198681 213023.870250221, -32144.3694825957 213025.30687489803, -32173.7304512289 213020.60423606102, -32202.5431428117 213007.811618972, -32216.1806669162 212999.64915402202, -32227.781109152304 212989.474026481, -32238.3245822221 212970.70614060902, -32242.2118742216 212938.316410379, -32245.6858378117 212924.136778304, -32248.6634474475 212911.98291811702, -32255.605976682004 212882.61192472803, -32260.0983526838 212869.43862394898, -32267.5449472236 212839.55945253302, -32277.9925424969 212802.07843138, -32283.9660119657 212781.31073516898, -32288.442708220602 212765.102760757, -32291.9166718107 212750.923128683, -32294.858038097103 212731.688449034, -32301.309611323 212705.354956773, -32303.2559562956 212689.665699233, -32305.2020442231 212673.976698739, -32309.678997523002 212657.768724327, -32318.679172228403 212634.456796401, -32328.7211504433 212616.702953175, -32336.7545787882 212602.499930003, -32341.7715836977 212592.864339982, -32362.4061305832 212565.952239356, -32376.0097247437 212551.21481956498, -32388.088527782 212535.473638929, -32394.6357217593 212527.853281949, -32416.815880414502 212505.991087996, -32427.4135899858 212497.844045748, -32454.1845728896 212482.02755091802, -32472.8959088553 212475.356461236, -32495.1588360105 212469.67859355302, -32518.4298937761 212462.983855728, -32548.2792479677 212454.738365232, -32573.0910336474 212452.082061885, -32593.8469057874 212448.940714565, -32617.6168879576 212440.726326518, -32648.9758676146 212430.44966619, -32675.2787715175 212422.222168847, -32700.0540568028 212412.48530308402, -32720.2778457293 212404.288908189, -32738.4514434908 212391.55129873703, -32755.5706425363 212370.726538529, -32758.5844955214 212365.653240758, -32766.623064766998 212352.46168978198, -32781.1599894339 212322.04041039702, -32792.1399249659 212289.614179772, -32801.1349587707 212265.290522606, -32805.606514125 212248.071075998, -32812.551870854906 212219.206204274, -32817.5094983622 212197.938041388, -32821.9499512678 212174.64924751502, -32826.863624074904 212144.783185397, -32828.7503346004 212117.461612037, -32831.6192141882 212084.065293467, -32837.0289839046 212052.17345946102, -32848.019458282804 212021.77043027303, -32867.59138101141 211985.253842075, -32873.5648504801 211964.486402909, -32872.8978186254 211933.131535972, -32875.3117285088 211909.853280946, -32872.1503316761 211886.097950342, -32872.0002173782 211856.763457347, -32873.8560824999 211823.372536722, -32876.283101679895 211802.623347753, -32878.1929462581 211779.853527797, -32883.075516616496 211743.918118413, -32887.526508368406 211722.652525978, -32893.9780815942 211696.319033716, -32900.4502184226 211674.03143023798, -32912.4280027638 211638.56538508, -32918.9209602396 211620.32418447602, -32926.9052929836 211596.51153283, -32934.9078759248 211576.239419438, -32952.941898234705 211536.190261383, -32959.951773267196 211519.96943471898, -32980.498153707296 211475.86102153902, -32994.0398000153 211448.985421308, -33005.5731534984 211425.660384086, -33014.627564705304 211412.969299784, -33022.1415050431 211396.24003805, -33031.167641296604 211377.985728149, -33045.7043089186 211347.564448764, -33060.747869341096 211317.14059892902, -33076.8692195774 211299.355396209, -33090.9822769887 211285.121270588, -33110.6472500184 211266.812210095, -33135.9034665562 211252.01489881202, -33160.1204500348 211232.165367451, -33181.8042547357 211212.32868834, -33197.4372194137 211198.086594324, -33215.09672711381 211183.834218506, -33235.795792302 211169.566162941, -33266.5962131073 211149.17683701502, -33287.297848745904 211135.414389025, -33308.0254459326 211126.70981610502, -33330.2883730877 211121.031948422, -33359.6467712706 211115.82344496401, -33379.9039760511 211114.202261956, -33407.2538243641 211112.544321507, -33432.59795030241 211114.943322779, -33461.995162285 211117.321246358, -33493.915014199 211117.663116249, -33525.3282303574 211118.00755659, -33548.6329610221 211117.888030651, -33571.906589238 211111.699157446, -33592.6444682259 211105.01752891802, -33608.8123436127 211096.33634709602, -33625.4714320533 211084.617921191, -33642.6060538006 211066.82757757, -33658.1742431308 211039.941438492, -33675.298583077 211020.12815048, -33682.8176643154 211004.410617987, -33690.274540656406 210976.55439096302, -33692.6912780352 210953.782000557, -33693.058081294 210926.46813854898, -33692.957319641995 210906.743274027, -33693.8592906547 210884.990067168, -33695.7665647826 210861.71438259198, -33699.6903571765 210836.40547182198), (-31522.677543816502 212452.538059769, -31517.858206535602 212479.04428629202, -31509.0227976949 212499.92790981202, -31504.527337152802 212529.468809967, -31502.064331668502 212529.468809967, -31493.3787800807 212532.703207588, -31486.927720944903 212531.70304537402, -31480.9727587183 212527.734270099, -31475.513636356 212525.749882462, -31467.5742864924 212538.656370499, -31473.5292487189 212545.59375883298, -31490.8985525793 212554.531214551, -31490.40245567 212562.4687651, -31485.439430217 212566.937492959, -31479.4844679905 212568.42192801103, -31472.0409579911 212566.437540374, -31464.0995517672 212564.953105322, -31451.197176450503 212565.953010491, -31446.7305049518 212570.421995395, -31442.7596733173 212575.374996092, -31435.316420363 212576.374901261, -31427.8729103636 212575.374996092, -31421.4218512277 212572.406125987, -31413.4804450038 212570.906268233, -31404.0507480521 212572.406125987, -31396.607495097804 212571.906173402, -31379.7342881466 212569.921785765, -31374.547376471903 212569.921785765, -31369.0448134994 212575.134916033, -31368.568252012403 212578.70321515, -31359.4374984314 212584.26566961402, -31350.3067448504 212598.156126029, -31347.298546856 212608.335623335, -31317.428629061902 212615.80303852202, -31312.8378048134 212615.23445491501, -31307.675826506602 212620.406200933, -31304.103414669702 212620.000069784, -31298.5448158805 212614.843746468, -31287.429674662402 212606.906195919, -31276.312477084 212599.359353818, -31269.1661111401 212596.578126585, -31261.6231247139 212591.812511716, -31255.2715420049 212588.23444488802, -31245.3457481439 212579.500054745, -31237.2069313364 212570.17189058, -31228.4725411928 212560.24995239498, -31223.7089826836 212550.718722656, -31218.546747331802 212541.98433251202, -31216.562616739702 212534.843878604, -31216.562616739702 212531.89377278602, -31216.562616739702 212528.484327499, -31220.8637512386 212522.389532776, -31216.3585229853 212518.121557086, -31211.7970018703 212519.749937355, -31206.6368228787 212518.968777507, -31198.695416654802 212515.781162081, -31190.8982126931 212515.43235197398, -31182.1651077747 212509.901514049, -31179.1476561591 212499.99988242, -31172.653927548203 212478.69316278, -31173.286772413798 212468.14840448502, -31174.2715119265 212451.734537003, -31178.6813764734 212428.42569361802, -31185.196439821902 212402.83017764, -31198.609306569502 212393.359353483, -31218.1524402547 212390.109276115, -31253.8115262305 212382.977304693, -31261.699467088 212381.311909939, -31266.5092937027 212380.571877295, -31268.6844087526 212380.590641583, -31336.803655297 212381.17798947802, -31371.691606180604 212383.20041977902, -31374.4882561148 212382.499972071, -31407.0586890015 212384.67200258, -31437.458890694 212389.015549509, -31475.4570864493 212399.874930922, -31504.7694735717 212420.499967141, -31505.801252325 212420.499967141, -31517.858206535602 212434.063976367, -31522.677543816502 212452.538059769)))"
grossraumbiotope.2,Großraumbiotop Gadental,13468900,"1346,89",12432,12432/01/01,V601217252R3,36 - subalpin-alpine Biotopkomplexe,36,"MULTIPOLYGON (((-25017.2865428111 232903.228603258, -25019.947215924003 232908.876396673, -25039.1615890149 232914.11677371402, -25074.0968361842 232935.07776778901, -25083.7041512522 232935.07776778901, -25096.804965332598 232948.17858186903, -25113.3992784254 232999.708142131, -25129.9933344731 233051.23795943902, -25154.448084605203 233086.17320660801, -25169.2957767143 233099.27402068803, -25185.8900898071 233121.108453777, -25192.877087831897 233155.17051897701, -25195.49714783 233173.511710099, -25212.0914609228 233186.612267134, -25240.0397100673 233199.713081214, -25290.69608836 233185.739085165, -25311.657339479603 233183.11876812202, -25378.907773820203 233219.80089332, -25385.0215898757 233225.477989868, -25377.1611528365 233248.185861971, -25398.9955859254 233273.51405111802, -25421.7037150738 233294.475302237, -25437.4245891522 233311.942797299, -25464.4993992823 233325.917050394, -25487.2072713856 233330.283988421, -25493.321087441098 233352.11842151, -25514.282338560697 233369.58617361702, -25522.1427755999 233394.914362763, -25520.3958975712 233426.35611092, -25520.3958975712 233444.697302042, -25516.902398558803 233478.759110197, -25521.269336585603 233517.188113424, -25516.0289595444 233554.30695812902, -25523.8893965836 233600.59614135, -25572.7988968477 233648.632202599, -25615.5948381013 233662.606455694, -25651.403524284902 233672.213770762, -25687.2122104686 233673.086952731, -25730.0078946771 233684.441145828, -25785.031210996698 233691.428143853, -25812.1060211268 233716.756332999, -25819.0930191517 233729.856890035, -25860.1420823765 233739.464205103, -25889.837209549703 233747.32464214202, -25921.2789577066 233764.792394249, -25943.113647840502 233770.032514245, -26086.3486496203 233837.719925138, -26161.459521000103 233874.402050336, -26199.8885242268 233874.402050336, -26239.190709422903 233876.14867132, -26272.3793356085 233912.830796518, -26313.428398833403 233919.38133208101, -26330.8958938955 233928.988390103, -26356.2240830419 233929.86182911802, -26403.3867052772 233901.913579973, -26479.3712727164 233846.017081684, -26518.6734579125 233810.20813845602, -26592.0377083086 233828.549329577, -26650.554266595598 233837.28320563099, -26709.944520941903 233837.28320563099, -26726.538834034698 233842.52358267203, -26738.766209100802 233837.719925138, -26778.9418333112 233826.365732041, -26824.5056354555 233833.01060313, -26824.5056354555 233804.961335289, -26799.3702300822 233744.106952447, -26809.3854756139 233697.031725523, -26828.1888337006 233611.073039757, -26838.9335730295 233533.17322979402, -26911.4611418506 233566.750765111, -26997.4198276165 233597.642179857, -27177.3955608613 233435.126744413, -27330.5093172614 233457.95954040202, -27389.605769137703 233530.486852178, -27351.998795919102 233582.86800262702, -27411.0952477954 233615.10247765802, -27523.915910405998 233628.533337558, -27619.2762752154 233472.733460587, -27679.7157873771 233386.775031866, -27635.3935127312 233349.16805864702, -27560.179823339102 233378.716413108, -27531.9745291639 233261.86656964102, -27584.355679612803 233235.004335751, -27611.2176564575 233163.820084261, -27589.7279207547 233018.764946618, -27600.4729171286 232895.199544679, -27648.824629676 232844.161454516, -27636.7365730166 232660.156540414, -27655.539931103398 232529.875580002, -27655.539931103398 232439.88771338, -27627.3348939733 232404.295459112, -27595.100418941704 232291.474796502, -27605.8451582705 232079.26458822502, -27621.9623957863 231917.42081144702, -27609.874596171998 231836.83462386802, -27577.6401211404 231697.15198441298, -27583.0123622823 231603.13467988902, -27565.552064481 231566.199365336, -27635.3935127312 231482.92705718603, -27631.3640748297 231337.871919543, -27631.3640748297 231272.05990919503, -27681.0588476626 231192.14538028103, -27734.783058396897 231252.585149488, -27758.958914670602 231073.952476528, -27765.674473143103 230991.351569999, -27744.1847374403 230908.079261849, -27674.3435462352 230885.24646586, -27667.6279877628 230846.296432356, -27644.7951917745 230826.150013984, -27650.1676899615 230775.112180866, -27617.9332149299 230768.39662239302, -27572.2676229534 230695.869053572, -27542.7195255378 230701.91295338, -27497.053933561398 230756.980224399, -27483.6228166165 230799.95943876, -27382.8902106653 230794.586940573, -27382.8902106653 230723.402689082, -27373.4885316219 230650.875120261, -27427.2124853112 230560.887253639, -27433.928043783602 230511.192480806, -27397.6643878956 230409.11655752402, -27381.5471503798 230356.73566412, -27303.6470833717 230293.609774343, -27182.767802003204 230175.41687059, -27159.93526306 230055.88064950702, -26992.047329429603 230054.537589222, -26920.862820894 230077.37038521, -26709.9959299481 229971.265281072, -26636.1253008415 229904.109953392, -26587.7735882941 229836.283481138, -26477.6390462544 229758.38341413, -26393.023677819 229677.79722655102, -26337.9564067992 229675.11110598, -26237.2238008479 229723.46281852698, -26131.118696709702 229683.841126358, -26066.6497466465 229580.422399836, -25996.808298396398 229612.65687486698, -25933.6826656637 229673.09638702899, -25882.6445755003 229588.481018594, -25854.4395383701 229558.932664133, -25865.184277699 229515.95344977302, -25839.6653611398 229443.425880952, -25799.3722673503 229395.074168404, -25647.6018282807 229352.094954044, -25530.7517277686 229370.22691051, -25442.106921431703 229422.607803914, -25341.3743154804 229399.77500792601, -25279.5914859882 229340.67855605, -25199.0055554542 229274.86654570102, -24926.355577971102 229129.811408059, -24820.2504738329 229027.73574182202, -24700.7145097949 229055.940778952, -24573.1196699539 229098.919993313, -24428.064532311702 229090.861374555, -24264.206036582702 229113.694170543, -24224.5092872645 229204.608427456, -24222.921777154803 229270.092962435, -24210.2216962773 229296.2866222, -24186.409044632 229324.86180417502, -24159.421629812303 229370.899340311, -24157.0403646478 229429.636957324, -24155.4528545381 229482.81828895299, -24104.652788073203 229549.09657898798, -24089.5714420311 229578.465516017, -24053.852464563202 229614.977991495, -24057.821239837398 229676.89062872803, -24026.0712946887 229726.89694013802, -24003.0523980982 229763.409415615, -23987.9713091012 229791.98459759, -23967.333677675302 229824.131420266, -23941.9335159203 229851.119092131, -23921.296141539402 229878.10676399502, -23873.670838248803 229913.82548441802, -23828.4270571677 229940.812899238, -23801.4396423481 229952.71922506, -23790.3270715803 230002.725536471, -23708.5705579764 230089.64145793102, -23688.7269386504 230136.472749122, -23663.3267768954 230176.160244819, -23627.6080564725 230199.17914140903, -23579.188998127 230192.829100971, -23541.0890125396 230214.260487451, -23537.9139923202 230232.51659666802, -23513.3078426651 230251.566717984, -23509.339067390803 230291.254213681, -23500.607761787604 230355.15123855098, -23491.082701129402 230379.757645251, -23484.7326606907 230427.382691497, -23463.301274209898 230441.670282484, -23488.7014359649 230494.05785905902, -23493.463966294 230552.001721017, -23512.5140876102 230632.567602039, -23549.8203181428 230701.624034765, -23555.3766035267 230746.074060791, -23557.7578686913 230791.317841872, -23542.676522649203 230829.41782746, -23500.607761787604 230889.346077055, -23492.670211239103 230915.539993865, -23522.832646278202 230975.07136593302, -23548.2328080331 231049.68408404398, -23610.9392003207 231031.427717782, -23658.5642465663 231042.54028855, -23718.0956186346 231055.24036942798, -23756.195604221997 231085.005926939, -23787.9458064158 231117.54962714302, -23831.602077387102 231133.42472824, -23883.1958989069 231173.112480982, -23956.221106907502 231232.64385305, -24044.3276609501 231293.76247818302, -24099.0965026893 231352.103474714, -24127.671427618603 231393.378480521, -24141.9590186058 231410.841091727, -24137.990243331602 231437.034751492, -24130.846447838 231477.516002244, -24135.608978167 231501.328653889, -24145.1340388251 231538.634884422, -24157.0403646478 231568.003821451, -24170.533943535098 231623.963295773, -24181.646514302898 231646.982192363, -24202.284145728798 231667.61956674402, -24218.9530018806 231683.494667841, -24245.9404167002 231711.27583771502, -24260.2280076874 231696.988503773, -24271.3405784552 231696.194748718, -24272.13433351 231712.06959277, -24287.215422507 231732.707224196, -24298.3279932748 231770.01345472902, -24311.028074152302 231818.432513074, -24322.934399975 231887.88556628302, -24335.634480852503 231924.39829880602, -24349.9218147946 231983.135915819, -24357.065610288202 232012.504595803, -24368.1781810561 232037.904757558, -24372.940711385098 232065.685927433, -24388.815812482 232087.117313914, -24398.3408731401 232110.92996555901, -24400.7221383046 232124.423544446, -24399.9283832498 232146.648685982, -24411.0406969726 232164.905052243, -24415.8032273016 232194.273732227, -24418.978247521 232250.630084076, -24421.359512685503 232300.636395486, -24425.941597402998 232324.58373872802, -24528.797395308 232401.609338541, -24587.8938471842 232416.383515772, -24594.6094056567 232478.166088219, -24645.647238775 232495.62638602, -24689.969513420998 232467.42134889, -24727.5764866395 232479.509148504, -24770.555701 232487.567767262, -24818.9074135474 232509.057502965, -24805.4762966025 232550.69365704, -24845.769390392 232599.045369587, -24871.2883069512 232585.61425264302, -24900.8366614119 232607.103988345, -24918.2969592131 232642.02458394802, -24974.7072905185 232676.94517955, -25014.1115225918 232689.312387113, -25029.192868633803 232710.743773594, -25037.130419182202 232725.42824210902, -25029.192868633803 232746.859371544, -25010.9365023724 232773.053288354, -25014.9052776466 232788.134634396, -25025.2240933596 232807.184498667, -25027.605358524102 232825.440864929, -25019.6678079757 232847.66600646402, -25017.2865428111 232861.159842397, -25017.2865428111 232903.228603258)))"
